ticker,crsp_fundno,caldt,dnav,dret
LQD,016419,20151117,115.1800000,0.001478
LQD,016419,20151022,117.2300000,0.002909
LQD,016419,20151001,115.5000000,0.000381
LQD,016419,20151013,116.2600000,0.002328
LQD,016419,20150626,114.8900000,-0.005195
LQD,016419,20150911,115.5300000,0.003126
LQD,016419,20150901,114.9200000,0.001607
LQD,016419,20140811,119.0100000,0.000925
LQD,016419,20140715,118.7100000,0.000674
LQD,016419,20150810,115.3700000,-0.005774
LQD,016419,20150723,115.9300000,0.002855
LQD,016419,20150721,115.4400000,0.001649
LQD,016419,20150625,115.4900000,-0.001729
LQD,016419,20140625,119.0400000,0.002020
LQD,016419,20140822,119.6800000,0.001339
LQD,016419,20140801,118.4000000,0.001342
LQD,016419,20150527,118.5300000,0.000422
LQD,016419,20140703,117.7900000,-0.001526
LQD,016419,20150528,118.5100000,-0.000169
LQD,016419,20140912,117.5600000,-0.005919
LQD,016419,20150421,121.8800000,-0.000656
LQD,016419,20150413,121.7000000,0.000740
LQD,016419,20150416,122.1400000,0.000901
LQD,016419,20141013,119.4300000,0.000335
LQD,016419,20150422,121.4100000,-0.003856
LQD,016419,20140415,117.8300000,0.000934
LQD,016419,20140327,117.0800000,0.002054
LQD,016419,20150330,121.3800000,0.000412
LQD,016419,20140109,114.2200000,0.001930
LQD,016419,20140123,115.4900000,0.004523
LQD,016419,20150109,120.8200000,0.002989
LQD,016419,20140321,116.1500000,0.003542
LQD,016419,20150203,122.2800000,-0.006338
LQD,016419,20140618,118.3700000,0.002456
LQD,016419,20150211,120.8800000,-0.000413
LQD,016419,20150128,122.8600000,0.006719
LQD,016419,20140220,115.7900000,-0.002498
LQD,016419,20140224,116.1000000,-0.000086
LQD,016419,20150217,119.8600000,-0.006959
LQD,016419,20150120,121.7100000,0.001811
LQD,016419,20150127,122.0400000,0.000902
LQD,016419,20150113,121.4500000,-0.000082
LQD,016419,20150223,120.8000000,0.003239
LQD,016419,20150116,121.4900000,-0.003609
LQD,016419,20140228,117.0200000,0.000342
LQD,016419,20140306,116.0700000,-0.003520
LQD,016419,20140210,115.7300000,0.000346
LQD,016419,20140203,116.0000000,0.004211
LQD,016419,20140317,116.0800000,-0.002321
LQD,016419,20140131,115.8600000,0.001037
LQD,016419,20141222,119.3300000,0.002773
LQD,016419,20140326,116.8400000,0.002746
LQD,016419,20140312,115.8800000,0.001642
LQD,016419,20141215,119.2900000,-0.001172
LQD,016419,20141211,119.0000000,-0.001343
LQD,016419,20141219,119.0000000,0.002781
LQD,016419,20150226,121.6300000,-0.002215
LQD,016419,20140424,117.6600000,0.000085
LQD,016419,20140425,117.8600000,0.001700
LQD,016419,20150126,121.9300000,-0.000738
LQD,016419,20131231,113.6200000,-0.004120
LQD,016419,20141027,119.5600000,0.000084
LQD,016419,20150420,121.9600000,-0.003920
LQD,016419,20140110,115.0100000,0.006916
LQD,016419,20140414,117.7200000,-0.000170
LQD,016419,20141002,118.4300000,0.000507
LQD,016419,20140501,118.0700000,0.005040
LQD,016419,20150326,120.8700000,-0.006167
LQD,016419,20141117,118.1800000,-0.002700
LQD,016419,20141118,118.0600000,-0.001015
LQD,016419,20150402,121.6900000,-0.001723
LQD,016419,20141106,118.2400000,-0.001520
LQD,016419,20140626,119.2000000,0.001344
LQD,016419,20141030,119.1800000,0.001092
LQD,016419,20141017,119.9700000,-0.000583
LQD,016419,20140106,114.4900000,0.003154
LQD,016419,20140710,118.6400000,0.002281
LQD,016419,20141020,120.1100000,0.001167
LQD,016419,20141120,118.0000000,0.002038
LQD,016419,20140728,119.1800000,-0.001257
LQD,016419,20141010,119.3900000,-0.000167
LQD,016419,20140428,117.6100000,-0.002121
LQD,016419,20141008,119.4300000,-0.000084
LQD,016419,20150713,114.7800000,-0.000435
LQD,016419,20140829,120.5500000,0.001579
LQD,016419,20150722,115.6000000,0.001386
LQD,016419,20140930,118.0500000,-0.000085
LQD,016419,20150807,116.0400000,0.004501
LQD,016419,20150812,115.7500000,-0.003101
LQD,016419,20150507,118.3000000,0.002712
LQD,016419,20140617,118.0800000,-0.002955
LQD,016419,20150813,115.4000000,-0.003024
LQD,016419,20150910,115.1700000,-0.004753
LQD,016419,20140624,118.8000000,0.002362
LQD,016419,20150925,115.7600000,-0.003872
LQD,016419,20140528,119.6900000,0.006306
LQD,016419,20150605,115.9300000,-0.006002
LQD,016419,20140612,118.4500000,0.003899
LQD,016419,20160408,118.9300000,-0.002516
LQD,016419,20150608,116.1000000,0.001466
LQD,016419,20151214,114.3400000,-0.011071
LQD,016419,20140729,119.5100000,0.002769
LQD,016419,20151222,114.3000000,-0.002879
LQD,016419,20140804,118.6000000,0.001689
LQD,016419,20140812,118.7700000,-0.002017
LQD,016419,20160304,114.3800000,-0.000961
LQD,016419,20150817,115.8000000,0.003466
LQD,016419,20150909,115.7200000,0.003730
LQD,016419,20140619,118.2800000,-0.000760
LQD,016419,20150917,115.5800000,0.008024
LQD,016419,20160414,118.9600000,0.000084
LQD,016419,20151127,115.7100000,0.000605
LQD,016419,20160426,119.0500000,-0.001593
LQD,016419,20151012,115.9900000,0.000345
LQD,016419,20160504,119.5900000,-0.000585
LQD,016419,20151021,116.8900000,0.004814
LQD,016419,20160519,118.5700000,0.002367
LQD,016419,20151009,115.9500000,0.001209
LQD,016419,20160531,119.2200000,0.001765
LQD,016419,20151029,116.1600000,-0.006075
LQD,016419,20151110,114.9400000,0.001743
LQD,016419,20151118,115.1500000,-0.000260
LQD,016419,20160129,113.9300000,0.003170
LQD,016419,20151224,114.0500000,0.002210
LQD,016419,20160119,114.1400000,-0.000963
LQD,016419,20160226,114.3100000,-0.003139
LQD,016419,20160212,113.0500000,-0.007288
LQD,016419,20160303,114.4900000,0.003330
LQD,016419,20160323,117.7700000,0.004692
LQD,016419,20161108,120.2100000,-0.001744
LQD,016419,20160407,119.2300000,0.004719
LQD,016419,20160525,118.5300000,0.000084
LQD,016419,20160513,119.8500000,0.003685
LQD,016419,20160617,120.2700000,-0.003067
LQD,016419,20160603,119.9500000,0.006883
LQD,016419,20151228,114.2800000,0.002017
LQD,016419,20161201,116.0000000,-0.004052
LQD,016419,20160202,113.7600000,0.005391
LQD,016419,20160223,114.1400000,0.002635
LQD,016419,20161017,121.8200000,0.003377
LQD,016419,20161116,117.7000000,0.001532
LQD,016419,20161003,122.4300000,-0.000067
LQD,016419,20161011,121.6600000,-0.001477
LQD,016419,20161028,120.8000000,-0.000248
LQD,016419,20161005,121.7200000,-0.001149
LQD,016419,20160930,122.7600000,-0.003895
LQD,016419,20161031,120.8500000,0.000414
LQD,016419,20161228,116.4100000,0.005181
LQD,016419,20160916,121.3000000,0.000743
LQD,016419,20161202,116.4700000,0.004052
LQD,016419,20161128,116.9600000,0.002743
LQD,016419,20160830,123.6800000,-0.001131
LQD,016419,20160818,123.4900000,0.002598
LQD,016419,20161209,116.0500000,-0.005058
LQD,016419,20160831,123.5800000,-0.000809
LQD,016419,20161219,116.0900000,0.005021
LQD,016419,20160825,123.5500000,-0.001777
LQD,016419,20161213,116.2100000,0.001379
LQD,016419,20160811,122.7700000,-0.005025
LQD,016419,20170103,117.1200000,0.001796
LQD,016419,20161227,115.8100000,-0.001724
LQD,016419,20170112,117.7700000,0.000085
LQD,016419,20160808,122.4100000,0.001964
LQD,016419,20160701,122.3300000,0.004023
LQD,016419,20160725,123.0300000,-0.000731
LQD,016419,20160720,122.8700000,-0.001625
LQD,016419,20170127,117.1600000,0.002396
LQD,016419,20161222,115.8700000,0.000066
LQD,016419,20170206,117.2500000,0.005575
LQD,016419,20170203,116.6000000,-0.000686
LQD,016419,20160708,123.9100000,0.004296
LQD,016419,20160706,123.1400000,-0.000244
LQD,016419,20170223,117.8900000,0.002637
LQD,016419,20181214,112.7300000,0.001332
LQD,016419,20181123,111.7800000,0.000537
LQD,016419,20181113,112.1200000,-0.000891
LQD,016419,20170328,117.5200000,-0.002038
LQD,016419,20170428,118.7600000,0.001096
LQD,016419,20170317,116.6200000,0.001718
LQD,016419,20170417,118.7000000,-0.001598
LQD,016419,20181008,112.9400000,0.000354
LQD,016419,20180927,114.8100000,0.000959
LQD,016419,20180914,114.8100000,-0.001565
LQD,016419,20131106,114.0100000,-0.000526
LQD,016419,20180830,115.6000000,0.000433
LQD,016419,20170602,120.2700000,0.005182
LQD,016419,20131008,113.4800000,-0.000264
LQD,016419,20180809,115.1300000,0.000782
LQD,016419,20131011,113.5500000,0.002560
LQD,016419,20170628,120.7300000,-0.000745
LQD,016419,20131010,113.2600000,-0.001323
LQD,016419,20131004,113.2200000,-0.002203
LQD,016419,20180709,114.9100000,0.000000
LQD,016419,20180716,115.3400000,-0.002249
LQD,016419,20170803,121.0900000,0.001737
LQD,016419,20170804,120.6000000,-0.004047
LQD,016419,20180523,114.5700000,0.003679
LQD,016419,20170818,120.6400000,-0.000828
LQD,016419,20180514,114.9300000,-0.000261
LQD,016419,20170914,120.7100000,0.001493
LQD,016419,20170926,121.2300000,0.000082
LQD,016419,20180404,116.4400000,0.000000
LQD,016419,20130709,113.1100000,0.001860
LQD,016419,20180314,116.5300000,0.002064
LQD,016419,20180307,116.3000000,-0.001717
LQD,016419,20180227,116.9000000,-0.003495
LQD,016419,20171114,119.9700000,0.000667
LQD,016419,20171215,121.6500000,0.000493
LQD,016419,20130705,112.2100000,-0.012149
LQD,016419,20130712,113.9000000,0.000615
LQD,016419,20171220,120.2500000,-0.002819
LQD,016419,20130702,113.7200000,0.002557
LQD,016419,20180104,120.8900000,-0.000331
LQD,016419,20130806,113.5800000,-0.000264
LQD,016419,20180125,120.4000000,0.005008
LQD,016419,20171127,121.0900000,0.001323
LQD,016419,20171113,119.8900000,0.000835
LQD,016419,20180131,119.9100000,0.002006
LQD,016419,20171117,120.3600000,0.001581
LQD,016419,20180208,117.8600000,-0.002370
LQD,016419,20171213,121.3900000,0.004385
LQD,016419,20180222,116.9000000,0.002315
LQD,016419,20180103,120.9300000,0.002238
LQD,016419,20171011,120.8800000,-0.000331
LQD,016419,20171124,120.9300000,-0.001404
LQD,016419,20130717,114.7000000,0.002360
LQD,016419,20171018,121.0000000,-0.002966
LQD,016419,20180206,118.6300000,-0.001179
LQD,016419,20180315,116.4000000,-0.001116
LQD,016419,20180328,116.6300000,0.000601
LQD,016419,20171106,121.0200000,0.000413
LQD,016419,20180329,117.1400000,0.004373
LQD,016419,20180220,117.1400000,-0.000938
LQD,016419,20171023,121.0100000,0.001655
LQD,016419,20180420,115.4400000,-0.002937
LQD,016419,20130904,111.7000000,-0.003568
LQD,016419,20180126,120.1900000,-0.001744
LQD,016419,20171004,120.9300000,0.000000
LQD,016419,20130909,111.3800000,0.002430
LQD,016419,20130906,111.1100000,0.002074
LQD,016419,20180411,117.0300000,0.000342
LQD,016419,20180612,114.3900000,0.001050
LQD,016419,20130820,111.6700000,0.003234
LQD,016419,20170815,120.0800000,-0.002078
LQD,016419,20170915,120.8200000,0.000911
LQD,016419,20180424,115.0800000,-0.001995
LQD,016419,20130812,113.7600000,-0.001755
LQD,016419,20180503,114.5900000,0.000437
LQD,016419,20170828,121.1000000,0.000744
LQD,016419,20130716,114.4300000,0.003156
LQD,016419,20180606,114.1400000,-0.004796
LQD,016419,20180525,115.1800000,0.002873
LQD,016419,20170627,120.8200000,-0.003875
LQD,016419,20170814,120.3300000,0.000249
LQD,016419,20130918,112.3900000,0.005277
LQD,016419,20180703,114.5100000,0.004121
LQD,016419,20180613,114.2500000,-0.001224
LQD,016419,20170726,120.8800000,0.003487
LQD,016419,20170630,120.2600000,-0.001495
LQD,016419,20180626,114.0400000,0.000878
LQD,016419,20170626,121.2900000,0.001817
LQD,016419,20131030,115.2400000,-0.001213
LQD,016419,20180822,115.9400000,0.000000
LQD,016419,20170707,119.4200000,-0.001422
LQD,016419,20170616,120.6500000,0.000581
LQD,016419,20131022,115.2600000,0.005847
LQD,016419,20180730,115.2300000,-0.001127
LQD,016419,20180817,115.6100000,0.000000
LQD,016419,20170609,119.9600000,-0.000167
LQD,016419,20170619,120.5300000,-0.000995
LQD,016419,20180810,115.4200000,0.002519
LQD,016419,20180807,115.2300000,-0.002510
LQD,016419,20180518,114.0900000,0.002901
LQD,016419,20170522,119.6300000,0.000000
LQD,016419,20170315,116.3900000,0.007095
LQD,016419,20131107,114.3200000,0.002719
LQD,016419,20180907,114.5400000,-0.004346
LQD,016419,20131113,113.4300000,0.003184
LQD,016419,20131121,113.7200000,-0.000879
LQD,016419,20170516,118.9500000,0.001769
LQD,016419,20181009,113.1400000,0.001771
LQD,016419,20180921,114.5600000,0.000786
